offerId	priceUSD	rewards
offer_daily_faction_upgrade_crate_blacklegion_silver	19.99	upgHpR023:1,upgDmgR023:1,upgArmR023:1,UpgradesBlackLegionRank9C,UpgradesBlackLegionRank10C,UpgradesBlackLegionRank11C,UpgradesBlackLegionRank9:3,UpgradesBlackLegionRank9:3,UpgradesBlackLegionRank10:3,UpgradesBlackLegionRank10:3,UpgradesBlackLegionRank11:3,UpgradesBlackLegionRank11:3
offer_daily_faction_upgrade_crate_blacktemplars_adamantine	34.99	UpgradesBlackTemplarsRank18C,UpgradesBlackTemplarsRank18C,UpgradesBlackTemplarsRank18:3,UpgradesBlackTemplarsRank18:3,UpgradesBlackTemplarsRank18:3,UpgradesBlackTemplarsRank18:3
offer_daily_faction_upgrade_crate_blacktemplars_bronze	14.99	upgHpR021:1,upgDmgR021:1,upgArmR021:1,UpgradesBlackTemplarsRank6C,UpgradesBlackTemplarsRank7C,UpgradesBlackTemplarsRank8C,UpgradesBlackTemplarsRank6:3,UpgradesBlackTemplarsRank6:3,UpgradesBlackTemplarsRank7:3,UpgradesBlackTemplarsRank7:3,UpgradesBlackTemplarsRank8:3,UpgradesBlackTemplarsRank8:3
offer_daily_faction_upgrade_crate_blacktemplars_diamond	34.99	upgHpL101:3,UpgradesBlackTemplarsRank15C,UpgradesBlackTemplarsRank16C,UpgradesBlackTemplarsRank17C,UpgradesBlackTemplarsRank15:3,UpgradesBlackTemplarsRank15:3,UpgradesBlackTemplarsRank16:3,UpgradesBlackTemplarsRank16:3,UpgradesBlackTemplarsRank17:3,UpgradesBlackTemplarsRank17:3
offer_daily_faction_upgrade_crate_blacktemplars_gold	29.99	upgHpL101:3,UpgradesBlackTemplarsRank12C,UpgradesBlackTemplarsRank13C,UpgradesBlackTemplarsRank14C,UpgradesBlackTemplarsRank12:3,UpgradesBlackTemplarsRank12:3,UpgradesBlackTemplarsRank13:3,UpgradesBlackTemplarsRank13:3,UpgradesBlackTemplarsRank14:3,UpgradesBlackTemplarsRank14:3
offer_daily_faction_upgrade_crate_blacktemplars_iron	7.99	upgHpU002:1,upgDmgR007:1,upgArmU008:1,UpgradesBlackTemplarsRank3C,UpgradesBlackTemplarsRank4C,UpgradesBlackTemplarsRank5C,UpgradesBlackTemplarsRank3:3,UpgradesBlackTemplarsRank3:3,UpgradesBlackTemplarsRank4:3,UpgradesBlackTemplarsRank4:3,UpgradesBlackTemplarsRank5:3,UpgradesBlackTemplarsRank5:3
offer_daily_faction_upgrade_crate_blacktemplars_silver	19.99	upgHpR021:1,upgDmgR021:1,upgArmR021:1,UpgradesBlackTemplarsRank9C,UpgradesBlackTemplarsRank10C,UpgradesBlackTemplarsRank11C,UpgradesBlackTemplarsRank9:3,UpgradesBlackTemplarsRank9:3,UpgradesBlackTemplarsRank10:3,UpgradesBlackTemplarsRank10:3,UpgradesBlackTemplarsRank11:3,UpgradesBlackTemplarsRank11:3
offer_daily_faction_upgrade_crate_bloodangels_adamantine	34.99	UpgradesBloodAngelsRank18C,UpgradesBloodAngelsRank18C,UpgradesBloodAngelsRank18:3,UpgradesBloodAngelsRank18:3,UpgradesBloodAngelsRank18:3,UpgradesBloodAngelsRank18:3
offer_daily_faction_upgrade_crate_bloodangels_bronze	14.99	upgHpR035:1,upgDmgR035:1,upgArmR035:1,UpgradesBloodAngelsRank6C,UpgradesBloodAngelsRank7C,UpgradesBloodAngelsRank8C,UpgradesBloodAngelsRank6:3,UpgradesBloodAngelsRank6:3,UpgradesBloodAngelsRank7:3,UpgradesBloodAngelsRank7:3,UpgradesBloodAngelsRank8:3,UpgradesBloodAngelsRank8:3
offer_daily_faction_upgrade_crate_bloodangels_diamond	34.99	upgHpL115:3,UpgradesBloodAngelsRank15C,UpgradesBloodAngelsRank16C,UpgradesBloodAngelsRank17C,UpgradesBloodAngelsRank15:3,UpgradesBloodAngelsRank15:3,UpgradesBloodAngelsRank16:3,UpgradesBloodAngelsRank16:3,UpgradesBloodAngelsRank17:3,UpgradesBloodAngelsRank17:3
offer_daily_faction_upgrade_crate_bloodangels_gold	29.99	upgHpL115:3,UpgradesBloodAngelsRank12C,UpgradesBloodAngelsRank13C,UpgradesBloodAngelsRank14C,UpgradesBloodAngelsRank12:3,UpgradesBloodAngelsRank12:3,UpgradesBloodAngelsRank13:3,UpgradesBloodAngelsRank13:3,UpgradesBloodAngelsRank14:3,UpgradesBloodAngelsRank14:3
offer_daily_faction_upgrade_crate_bloodangels_iron	7.99	upgHpU014:1,upgDmgU009:1,upgArmU009:1,UpgradesBloodAngelsRank3C,UpgradesBloodAngelsRank4C,UpgradesBloodAngelsRank5C,UpgradesBloodAngelsRank3:3,UpgradesBloodAngelsRank3:3,UpgradesBloodAngelsRank4:3,UpgradesBloodAngelsRank4:3,UpgradesBloodAngelsRank5:3,UpgradesBloodAngelsRank5:3
offer_daily_faction_upgrade_crate_bloodangels_silver	19.99	upgHpR035:1,upgDmgR035:1,upgArmR035:1,UpgradesBloodAngelsRank9C,UpgradesBloodAngelsRank10C,UpgradesBloodAngelsRank11C,UpgradesBloodAngelsRank9:3,UpgradesBloodAngelsRank9:3,UpgradesBloodAngelsRank10:3,UpgradesBloodAngelsRank10:3,UpgradesBloodAngelsRank11:3,UpgradesBloodAngelsRank11:3
offer_daily_faction_upgrade_crate_custodes_adamantine	34.99	UpgradesCustodesRank18C,UpgradesCustodesRank18C,UpgradesCustodesRank18:3,UpgradesCustodesRank18:3,UpgradesCustodesRank18:3,UpgradesCustodesRank18:3
offer_daily_faction_upgrade_crate_custodes_bronze	14.99	upgHpR037:1,upgDmgR037:1,upgArmR037:1,UpgradesCustodesRank6C,UpgradesCustodesRank7C,UpgradesCustodesRank8C,UpgradesCustodesRank6:3,UpgradesCustodesRank6:3,UpgradesCustodesRank7:3,UpgradesCustodesRank7:3,UpgradesCustodesRank8:3,UpgradesCustodesRank8:3
offer_daily_faction_upgrade_crate_custodes_diamond	34.99	upgHpL117:3,UpgradesCustodesRank15C,UpgradesCustodesRank16C,UpgradesCustodesRank17C,UpgradesCustodesRank15:3,UpgradesCustodesRank15:3,UpgradesCustodesRank16:3,UpgradesCustodesRank16:3,UpgradesCustodesRank17:3,UpgradesCustodesRank17:3
offer_daily_faction_upgrade_crate_custodes_gold	29.99	upgHpL117:3,UpgradesCustodesRank12C,UpgradesCustodesRank13C,UpgradesCustodesRank14C,UpgradesCustodesRank12:3,UpgradesCustodesRank12:3,UpgradesCustodesRank13:3,UpgradesCustodesRank13:3,UpgradesCustodesRank14:3,UpgradesCustodesRank14:3
offer_daily_faction_upgrade_crate_custodes_iron	7.99	upgHpU002:1,upgDmgU012:1,upgArmU009:1,UpgradesCustodesRank3C,UpgradesCustodesRank4C,UpgradesCustodesRank5C,UpgradesCustodesRank3:3,UpgradesCustodesRank3:3,UpgradesCustodesRank4:3,UpgradesCustodesRank4:3,UpgradesCustodesRank5:3,UpgradesCustodesRank5:3
offer_daily_faction_upgrade_crate_custodes_silver	19.99	upgHpR037:1,upgDmgR037:1,upgArmR037:1,UpgradesCustodesRank9C,UpgradesCustodesRank10C,UpgradesCustodesRank11C,UpgradesCustodesRank9:3,UpgradesCustodesRank9:3,UpgradesCustodesRank10:3,UpgradesCustodesRank10:3,UpgradesCustodesRank11:3,UpgradesCustodesRank11:3
offer_daily_faction_upgrade_crate_darkangels_adamantine	34.99	UpgradesDarkAngelsRank18C,UpgradesDarkAngelsRank18C,UpgradesDarkAngelsRank18:3,UpgradesDarkAngelsRank18:3,UpgradesDarkAngelsRank18:3,UpgradesDarkAngelsRank18:3
offer_daily_faction_upgrade_crate_darkangels_bronze	14.99	upgHpR032:1,upgDmgR032:1,upgArmR032:1,UpgradesDarkAngelsRank6C,UpgradesDarkAngelsRank7C,UpgradesDarkAngelsRank8C,UpgradesDarkAngelsRank6:3,UpgradesDarkAngelsRank6:3,UpgradesDarkAngelsRank7:3,UpgradesDarkAngelsRank7:3,UpgradesDarkAngelsRank8:3,UpgradesDarkAngelsRank8:3
offer_daily_faction_upgrade_crate_darkangels_diamond	34.99	upgHpL112:3,UpgradesDarkAngelsRank15C,UpgradesDarkAngelsRank16C,UpgradesDarkAngelsRank17C,UpgradesDarkAngelsRank15:3,UpgradesDarkAngelsRank15:3,UpgradesDarkAngelsRank16:3,UpgradesDarkAngelsRank16:3,UpgradesDarkAngelsRank17:3,UpgradesDarkAngelsRank17:3
offer_daily_faction_upgrade_crate_darkangels_gold	29.99	upgHpL112:3,UpgradesDarkAngelsRank12C,UpgradesDarkAngelsRank13C,UpgradesDarkAngelsRank14C,UpgradesDarkAngelsRank12:3,UpgradesDarkAngelsRank12:3,UpgradesDarkAngelsRank13:3,UpgradesDarkAngelsRank13:3,UpgradesDarkAngelsRank14:3,UpgradesDarkAngelsRank14:3
offer_daily_faction_upgrade_crate_darkangels_iron	7.99	upgHpU015:1,upgDmgU004:1,upgArmU009:1,UpgradesDarkAngelsRank3C,UpgradesDarkAngelsRank4C,UpgradesDarkAngelsRank5C,UpgradesDarkAngelsRank3:3,UpgradesDarkAngelsRank3:3,UpgradesDarkAngelsRank4:3,UpgradesDarkAngelsRank4:3,UpgradesDarkAngelsRank5:3,UpgradesDarkAngelsRank5:3
offer_daily_faction_upgrade_crate_darkangels_silver	19.99	upgHpR032:1,upgDmgR032:1,upgArmR032:1,UpgradesDarkAngelsRank9C,UpgradesDarkAngelsRank10C,UpgradesDarkAngelsRank11C,UpgradesDarkAngelsRank9:3,UpgradesDarkAngelsRank9:3,UpgradesDarkAngelsRank10:3,UpgradesDarkAngelsRank10:3,UpgradesDarkAngelsRank11:3,UpgradesDarkAngelsRank11:3
offer_daily_faction_upgrade_crate_deathguard	9.99	dropTableUpgradesDeathGuardRank3To5C:1,UpgradesDeathGuardRank3:3,UpgradesDeathGuardRank3:3,UpgradesDeathGuardRank3:3,UpgradesDeathGuardRank3:3,UpgradesDeathGuardRank3:3,UpgradesDeathGuardRank4:3,UpgradesDeathGuardRank4:3,UpgradesDeathGuardRank4:3,UpgradesDeathGuardRank5:3,UpgradesDeathGuardRank5:3,UpgradesDeathGuardRank5:3
offer_daily_faction_upgrade_crate_deathguard_adamantine	34.99	UpgradesDeathGuardRank18C,UpgradesDeathGuardRank18C,UpgradesDeathGuardRank18:3,UpgradesDeathGuardRank18:3,UpgradesDeathGuardRank18:3,UpgradesDeathGuardRank18:3
offer_daily_faction_upgrade_crate_deathguard_bronze	14.99	upgHpR024:1,upgDmgR024:1,upgArmR009:1,UpgradesDeathGuardRank6C,UpgradesDeathGuardRank7C,UpgradesDeathGuardRank8C,UpgradesDeathGuardRank6:3,UpgradesDeathGuardRank6:3,UpgradesDeathGuardRank7:3,UpgradesDeathGuardRank7:3,UpgradesDeathGuardRank8:3,UpgradesDeathGuardRank8:3
offer_daily_faction_upgrade_crate_deathguard_diamond	34.99	upgHpL104:3,UpgradesDeathGuardRank15C,UpgradesDeathGuardRank16C,UpgradesDeathGuardRank17C,UpgradesDeathGuardRank15:3,UpgradesDeathGuardRank15:3,UpgradesDeathGuardRank16:3,UpgradesDeathGuardRank16:3,UpgradesDeathGuardRank17:3,UpgradesDeathGuardRank17:3
offer_daily_faction_upgrade_crate_deathguard_gold	29.99	upgHpL104:3,UpgradesDeathGuardRank12C,UpgradesDeathGuardRank13C,UpgradesDeathGuardRank14C,UpgradesDeathGuardRank12:3,UpgradesDeathGuardRank12:3,UpgradesDeathGuardRank13:3,UpgradesDeathGuardRank13:3,UpgradesDeathGuardRank14:3,UpgradesDeathGuardRank14:3
offer_daily_faction_upgrade_crate_deathguard_iron	7.99	upgHpU009:1,upgDmgU010:1,upgArmU007:1,UpgradesDeathGuardRank3C,UpgradesDeathGuardRank4C,UpgradesDeathGuardRank5C,UpgradesDeathGuardRank3:3,UpgradesDeathGuardRank3:3,UpgradesDeathGuardRank4:3,UpgradesDeathGuardRank4:3,UpgradesDeathGuardRank5:3,UpgradesDeathGuardRank5:3
offer_daily_faction_upgrade_crate_deathguard_silver	19.99	upgHpR024:1,upgDmgR024:1,upgArmR009:1,UpgradesDeathGuardRank9C,UpgradesDeathGuardRank10C,UpgradesDeathGuardRank11C,UpgradesDeathGuardRank9:3,UpgradesDeathGuardRank9:3,UpgradesDeathGuardRank10:3,UpgradesDeathGuardRank10:3,UpgradesDeathGuardRank11:3,UpgradesDeathGuardRank11:3
offer_daily_faction_upgrade_crate_emperorschildren_adamantine	34.99	UpgradesEmperorsChildrenRank18C,UpgradesEmperorsChildrenRank18C,UpgradesEmperorsChildrenRank18:3,UpgradesEmperorsChildrenRank18:3,UpgradesEmperorsChildrenRank18:3,UpgradesEmperorsChildrenRank18:3
offer_daily_faction_upgrade_crate_emperorschildren_bronze	14.99	upgHpR039:1,upgDmgR039:1,upgArmR039:1,UpgradesEmperorsChildrenRank6C,UpgradesEmperorsChildrenRank7C,UpgradesEmperorsChildrenRank8C,UpgradesEmperorsChildrenRank6:3,UpgradesEmperorsChildrenRank6:3,UpgradesEmperorsChildrenRank7:3,UpgradesEmperorsChildrenRank7:3,UpgradesEmperorsChildrenRank8:3,UpgradesEmperorsChildrenRank8:3
offer_daily_faction_upgrade_crate_emperorschildren_diamond	34.99	upgHpL119:3,UpgradesEmperorsChildrenRank15C,UpgradesEmperorsChildrenRank16C,UpgradesEmperorsChildrenRank17C,UpgradesEmperorsChildrenRank15:3,UpgradesEmperorsChildrenRank15:3,UpgradesEmperorsChildrenRank16:3,UpgradesEmperorsChildrenRank16:3,UpgradesEmperorsChildrenRank17:3,UpgradesEmperorsChildrenRank17:3
offer_daily_faction_upgrade_crate_emperorschildren_gold	29.99	upgHpL119:3,UpgradesEmperorsChildrenRank12C,UpgradesEmperorsChildrenRank13C,UpgradesEmperorsChildrenRank14C,UpgradesEmperorsChildrenRank12:3,UpgradesEmperorsChildrenRank12:3,UpgradesEmperorsChildrenRank13:3,UpgradesEmperorsChildrenRank13:3,UpgradesEmperorsChildrenRank14:3,UpgradesEmperorsChildrenRank14:3
offer_daily_faction_upgrade_crate_emperorschildren_iron	7.99	upgHpU012:1,upgDmgU012:1,upgArmU007:1,UpgradesEmperorsChildrenRank3C,UpgradesEmperorsChildrenRank4C,UpgradesEmperorsChildrenRank5C,UpgradesEmperorsChildrenRank3:3,UpgradesEmperorsChildrenRank3:3,UpgradesEmperorsChildrenRank4:3,UpgradesEmperorsChildrenRank4:3,UpgradesEmperorsChildrenRank5:3,UpgradesEmperorsChildrenRank5:3
offer_daily_faction_upgrade_crate_emperorschildren_silver	19.99	upgHpR039:1,upgDmgR039:1,upgArmR039:1,UpgradesEmperorsChildrenRank9C,UpgradesEmperorsChildrenRank10C,UpgradesEmperorsChildrenRank11C,UpgradesEmperorsChildrenRank9:3,UpgradesEmperorsChildrenRank9:3,UpgradesEmperorsChildrenRank10:3,UpgradesEmperorsChildrenRank10:3,UpgradesEmperorsChildrenRank11:3,UpgradesEmperorsChildrenRank11:3
offer_daily_faction_upgrade_crate_genestealers_adamantine	34.99	UpgradesGenestealersRank18C,UpgradesGenestealersRank18C,UpgradesGenestealersRank18:3,UpgradesGenestealersRank18:3,UpgradesGenestealersRank18:3,UpgradesGenestealersRank18:3
offer_daily_faction_upgrade_crate_genestealers_bronze	14.99	upgHpR036:1,upgDmgR036:1,upgArmR036:1,UpgradesGenestealersRank6C,UpgradesGenestealersRank7C,UpgradesGenestealersRank8C,UpgradesGenestealersRank6:3,UpgradesGenestealersRank6:3,UpgradesGenestealersRank7:3,UpgradesGenestealersRank7:3,UpgradesGenestealersRank8:3,UpgradesGenestealersRank8:3
offer_daily_faction_upgrade_crate_genestealers_diamond	34.99	upgHpL116:3,UpgradesGenestealersRank15C,UpgradesGenestealersRank16C,UpgradesGenestealersRank17C,UpgradesGenestealersRank15:3,UpgradesGenestealersRank15:3,UpgradesGenestealersRank16:3,UpgradesGenestealersRank16:3,UpgradesGenestealersRank17:3,UpgradesGenestealersRank17:3
offer_daily_faction_upgrade_crate_genestealers_gold	29.99	upgHpL116:3,UpgradesGenestealersRank12C,UpgradesGenestealersRank13C,UpgradesGenestealersRank14C,UpgradesGenestealersRank12:3,UpgradesGenestealersRank12:3,UpgradesGenestealersRank13:3,UpgradesGenestealersRank13:3,UpgradesGenestealersRank14:3,UpgradesGenestealersRank14:3
offer_daily_faction_upgrade_crate_genestealers_iron	7.99	upgHpU014:1,upgDmgU009:1,upgArmU009:1,UpgradesGenestealersRank3C,UpgradesGenestealersRank4C,UpgradesGenestealersRank5C,UpgradesGenestealersRank3:3,UpgradesGenestealersRank3:3,UpgradesGenestealersRank4:3,UpgradesGenestealersRank4:3,UpgradesGenestealersRank5:3,UpgradesGenestealersRank5:3
offer_daily_faction_upgrade_crate_genestealers_silver	19.99	upgHpR036:1,upgDmgR036:1,upgArmR036:1,UpgradesGenestealersRank9C,UpgradesGenestealersRank10C,UpgradesGenestealersRank11C,UpgradesGenestealersRank9:3,UpgradesGenestealersRank9:3,UpgradesGenestealersRank10:3,UpgradesGenestealersRank10:3,UpgradesGenestealersRank11:3,UpgradesGenestealersRank11:3
offer_daily_faction_upgrade_crate_leaguesofvotann_adamantine	34.99	UpgradesLeaguesOfVotannRank18C,UpgradesLeaguesOfVotannRank18C,UpgradesLeaguesOfVotannRank18:3,UpgradesLeaguesOfVotannRank18:3,UpgradesLeaguesOfVotannRank18:3,UpgradesLeaguesOfVotannRank18:3
offer_daily_faction_upgrade_crate_leaguesofvotann_bronze	14.99	upgHpR040:1,upgDmgR040:1,upgArmR040:1,UpgradesLeaguesOfVotannRank6C,UpgradesLeaguesOfVotannRank7C,UpgradesLeaguesOfVotannRank8C,UpgradesLeaguesOfVotannRank6:3,UpgradesLeaguesOfVotannRank6:3,UpgradesLeaguesOfVotannRank7:3,UpgradesLeaguesOfVotannRank7:3,UpgradesLeaguesOfVotannRank8:3,UpgradesLeaguesOfVotannRank8:3
offer_daily_faction_upgrade_crate_leaguesofvotann_diamond	34.99	upgHpL099:3,UpgradesLeaguesOfVotannRank15C,UpgradesLeaguesOfVotannRank16C,UpgradesLeaguesOfVotannRank17C,UpgradesLeaguesOfVotannRank15:3,UpgradesLeaguesOfVotannRank15:3,UpgradesLeaguesOfVotannRank16:3,UpgradesLeaguesOfVotannRank16:3,UpgradesLeaguesOfVotannRank17:3,UpgradesLeaguesOfVotannRank17:3
offer_daily_faction_upgrade_crate_leaguesofvotann_gold	29.99	upgHpL099:3,UpgradesLeaguesOfVotannRank12C,UpgradesLeaguesOfVotannRank13C,UpgradesLeaguesOfVotannRank14C,UpgradesLeaguesOfVotannRank12:3,UpgradesLeaguesOfVotannRank12:3,UpgradesLeaguesOfVotannRank13:3,UpgradesLeaguesOfVotannRank13:3,UpgradesLeaguesOfVotannRank14:3,UpgradesLeaguesOfVotannRank14:3
offer_daily_faction_upgrade_crate_leaguesofvotann_iron	7.99	upgHpU016:1,upgDmgU014:1,upgArmU006:1,UpgradesLeaguesOfVotannRank3C,UpgradesLeaguesOfVotannRank4C,UpgradesLeaguesOfVotannRank5C,UpgradesLeaguesOfVotannRank3:3,UpgradesLeaguesOfVotannRank3:3,UpgradesLeaguesOfVotannRank4:3,UpgradesLeaguesOfVotannRank4:3,UpgradesLeaguesOfVotannRank5:3,UpgradesLeaguesOfVotannRank5:3
offer_daily_faction_upgrade_crate_leaguesofvotann_silver	19.99	upgHpR040:1,upgDmgR040:1,upgArmR040:1,UpgradesLeaguesOfVotannRank9C,UpgradesLeaguesOfVotannRank10C,UpgradesLeaguesOfVotannRank11C,UpgradesLeaguesOfVotannRank9:3,UpgradesLeaguesOfVotannRank9:3,UpgradesLeaguesOfVotannRank10:3,UpgradesLeaguesOfVotannRank10:3,UpgradesLeaguesOfVotannRank11:3,UpgradesLeaguesOfVotannRank11:3
offer_daily_faction_upgrade_crate_necrons	9.99	dropTableUpgradesNecronsRank3To5C:1,UpgradesNecronsRank3:3,UpgradesNecronsRank3:3,UpgradesNecronsRank3:3,UpgradesNecronsRank3:3,UpgradesNecronsRank3:3,UpgradesNecronsRank4:3,UpgradesNecronsRank4:3,UpgradesNecronsRank4:3,UpgradesNecronsRank5:3,UpgradesNecronsRank5:3,UpgradesNecronsRank5:3
offer_daily_faction_upgrade_crate_necrons_adamantine	34.99	UpgradesNecronsRank18C,UpgradesNecronsRank18C,UpgradesNecronsRank18:3,UpgradesNecronsRank18:3,UpgradesNecronsRank18:3,UpgradesNecronsRank18:3
offer_daily_faction_upgrade_crate_necrons_bronze	14.99	upgHpR011:1,upgDmgR009:1,upgArmE008:1,UpgradesNecronsRank6C,UpgradesNecronsRank7C,UpgradesNecronsRank8C,UpgradesNecronsRank6:3,UpgradesNecronsRank6:3,UpgradesNecronsRank7:3,UpgradesNecronsRank7:3,UpgradesNecronsRank8:3,UpgradesNecronsRank8:3
offer_daily_faction_upgrade_crate_necrons_diamond	34.99	upgHpL010:3,UpgradesNecronsRank15C,UpgradesNecronsRank16C,UpgradesNecronsRank17C,UpgradesNecronsRank15:3,UpgradesNecronsRank15:3,UpgradesNecronsRank16:3,UpgradesNecronsRank16:3,UpgradesNecronsRank17:3,UpgradesNecronsRank17:3
offer_daily_faction_upgrade_crate_necrons_gold	29.99	upgHpL010:3,UpgradesNecronsRank12C,UpgradesNecronsRank13C,UpgradesNecronsRank14C,UpgradesNecronsRank12:3,UpgradesNecronsRank12:3,UpgradesNecronsRank13:3,UpgradesNecronsRank13:3,UpgradesNecronsRank14:3,UpgradesNecronsRank14:3
offer_daily_faction_upgrade_crate_necrons_iron	7.99	upgHpU007:1,upgDmgU010:1,upgArmU012:1,UpgradesNecronsRank3C,UpgradesNecronsRank4C,UpgradesNecronsRank5C,UpgradesNecronsRank3:3,UpgradesNecronsRank3:3,UpgradesNecronsRank4:3,UpgradesNecronsRank4:3,UpgradesNecronsRank5:3,UpgradesNecronsRank5:3
offer_daily_faction_upgrade_crate_necrons_silver	19.99	upgHpR011:1,upgDmgR009:1,upgArmE008:1,UpgradesNecronsRank9C,UpgradesNecronsRank10C,UpgradesNecronsRank11C,UpgradesNecronsRank9:3,UpgradesNecronsRank9:3,UpgradesNecronsRank10:3,UpgradesNecronsRank10:3,UpgradesNecronsRank11:3,UpgradesNecronsRank11:3
offer_daily_faction_upgrade_crate_orks_adamantine	34.99	UpgradesOrksRank18C,UpgradesOrksRank18C,UpgradesOrksRank18:3,UpgradesOrksRank18:3,UpgradesOrksRank18:3,UpgradesOrksRank18:3
offer_daily_faction_upgrade_crate_orks_bronze	14.99	upgHpR010:1,upgDmgR026:1,upgArmR026:1,UpgradesOrksRank6C,UpgradesOrksRank7C,UpgradesOrksRank8C,UpgradesOrksRank6:3,UpgradesOrksRank6:3,UpgradesOrksRank7:3,UpgradesOrksRank7:3,UpgradesOrksRank8:3,UpgradesOrksRank8:3
offer_daily_faction_upgrade_crate_orks_diamond	34.99	upgHpL106:3,UpgradesOrksRank15C,UpgradesOrksRank16C,UpgradesOrksRank17C,UpgradesOrksRank15:3,UpgradesOrksRank15:3,UpgradesOrksRank16:3,UpgradesOrksRank16:3,UpgradesOrksRank17:3,UpgradesOrksRank17:3
offer_daily_faction_upgrade_crate_orks_gold	29.99	upgHpL106:3,UpgradesOrksRank12C,UpgradesOrksRank13C,UpgradesOrksRank14C,UpgradesOrksRank12:3,UpgradesOrksRank12:3,UpgradesOrksRank13:3,UpgradesOrksRank13:3,UpgradesOrksRank14:3,UpgradesOrksRank14:3
offer_daily_faction_upgrade_crate_orks_iron	7.99	upgHpU014:1,upgDmgU009:1,upgArmU002:1,UpgradesOrksRank3C,UpgradesOrksRank4C,UpgradesOrksRank5C,UpgradesOrksRank3:3,UpgradesOrksRank3:3,UpgradesOrksRank4:3,UpgradesOrksRank4:3,UpgradesOrksRank5:3,UpgradesOrksRank5:3
offer_daily_faction_upgrade_crate_orks_silver	19.99	upgHpR010:1,upgDmgR026:1,upgArmR026:1,UpgradesOrksRank9C,UpgradesOrksRank10C,UpgradesOrksRank11C,UpgradesOrksRank9:3,UpgradesOrksRank9:3,UpgradesOrksRank10:3,UpgradesOrksRank10:3,UpgradesOrksRank11:3,UpgradesOrksRank11:3
offer_daily_faction_upgrade_crate_sisterhood	9.99	dropTableUpgradesSisterhoodRank3To5C:1,UpgradesSisterhoodRank3:3,UpgradesSisterhoodRank3:3,UpgradesSisterhoodRank3:3,UpgradesSisterhoodRank3:3,UpgradesSisterhoodRank3:3,UpgradesSisterhoodRank4:3,UpgradesSisterhoodRank4:3,UpgradesSisterhoodRank4:3,UpgradesSisterhoodRank5:3,UpgradesSisterhoodRank5:3,UpgradesSisterhoodRank5:3
offer_daily_faction_upgrade_crate_sisterhood_adamantine	34.99	UpgradesSisterhoodRank18C,UpgradesSisterhoodRank18C,UpgradesSisterhoodRank18:3,UpgradesSisterhoodRank18:3,UpgradesSisterhoodRank18:3,UpgradesSisterhoodRank18:3
offer_daily_faction_upgrade_crate_sisterhood_bronze	14.99	upgHpR022:1,upgDmgR022:1,upgArmR022:1,UpgradesSisterhoodRank6C,UpgradesSisterhoodRank7C,UpgradesSisterhoodRank8C,UpgradesSisterhoodRank6:3,UpgradesSisterhoodRank6:3,UpgradesSisterhoodRank7:3,UpgradesSisterhoodRank7:3,UpgradesSisterhoodRank8:3,UpgradesSisterhoodRank8:3
offer_daily_faction_upgrade_crate_sisterhood_diamond	34.99	upgHpL102:3,UpgradesSisterhoodRank15C,UpgradesSisterhoodRank16C,UpgradesSisterhoodRank17C,UpgradesSisterhoodRank15:3,UpgradesSisterhoodRank15:3,UpgradesSisterhoodRank16:3,UpgradesSisterhoodRank16:3,UpgradesSisterhoodRank17:3,UpgradesSisterhoodRank17:3
offer_daily_faction_upgrade_crate_sisterhood_gold	29.99	upgHpL102:3,UpgradesSisterhoodRank12C,UpgradesSisterhoodRank13C,UpgradesSisterhoodRank14C,UpgradesSisterhoodRank12:3,UpgradesSisterhoodRank12:3,UpgradesSisterhoodRank13:3,UpgradesSisterhoodRank13:3,UpgradesSisterhoodRank14:3,UpgradesSisterhoodRank14:3
offer_daily_faction_upgrade_crate_sisterhood_iron	7.99	upgHpU002:1,upgDmgU004:1,upgArmU005:1,UpgradesSisterhoodRank3C,UpgradesSisterhoodRank4C,UpgradesSisterhoodRank5C,UpgradesSisterhoodRank3:3,UpgradesSisterhoodRank3:3,UpgradesSisterhoodRank4:3,UpgradesSisterhoodRank4:3,UpgradesSisterhoodRank5:3,UpgradesSisterhoodRank5:3
offer_daily_faction_upgrade_crate_sisterhood_silver	19.99	upgHpR022:1,upgDmgR022:1,upgArmR022:1,UpgradesSisterhoodRank9C,UpgradesSisterhoodRank10C,UpgradesSisterhoodRank11C,UpgradesSisterhoodRank9:3,UpgradesSisterhoodRank9:3,UpgradesSisterhoodRank10:3,UpgradesSisterhoodRank10:3,UpgradesSisterhoodRank11:3,UpgradesSisterhoodRank11:3
offer_daily_faction_upgrade_crate_spacewolves_adamantine	34.99	UpgradesSpaceWolvesRank18C,UpgradesSpaceWolvesRank18C,UpgradesSpaceWolvesRank18:3,UpgradesSpaceWolvesRank18:3,UpgradesSpaceWolvesRank18:3,UpgradesSpaceWolvesRank18:3
offer_daily_faction_upgrade_crate_spacewolves_bronze	14.99	upgHpR031:1,upgDmgR031:1,upgArmR031:1,UpgradesSpaceWolvesRank6C,UpgradesSpaceWolvesRank7C,UpgradesSpaceWolvesRank8C,UpgradesSpaceWolvesRank6:3,UpgradesSpaceWolvesRank6:3,UpgradesSpaceWolvesRank7:3,UpgradesSpaceWolvesRank7:3,UpgradesSpaceWolvesRank8:3,UpgradesSpaceWolvesRank8:3
