unit,target_rank,quantity,upgrade_material,rarity
blackObliterator,BRONZE_3,6,upgDmgC010,Common
blackObliterator,BRONZE_3,7,upgDmgE003,Epic
blackObliterator,BRONZE_3,1,upgArmR023,Rare
blackObliterator,BRONZE_3,7,upgDmgR003,Rare
blackObliterator,BRONZE_3,9,upgHpR023,Rare
blackObliterator,BRONZE_3,5,upgArmU002,Uncommon
blackObliterator,BRONZE_3,5,upgArmU008,Uncommon
blackObliterator,BRONZE_3,15,upgDmgU009,Uncommon
blackObliterator,SILVER_1,3,upgArmC007,Common
blackObliterator,SILVER_1,4,upgArmC011,Common
blackObliterator,SILVER_1,2,upgDmgC012,Common
blackObliterator,SILVER_1,4,upgDmgC014,Common
blackObliterator,SILVER_1,4,upgHpC008,Common
blackObliterator,SILVER_1,3,upgHpC010,Common
blackObliterator,SILVER_1,6,upgHpC014,Common
blackObliterator,SILVER_1,4,upgArmR015,Rare
blackObliterator,SILVER_1,9,upgArmR023,Rare
blackObliterator,SILVER_1,9,upgDmgR023,Rare
blackObliterator,SILVER_1,4,upgHpR008,Rare
blackObliterator,SILVER_1,1,upgHpR018,Rare
blackObliterator,SILVER_1,5,upgArmU007,Uncommon
blackObliterator,SILVER_1,5,upgDmgU019,Uncommon
blackObliterator,SILVER_1,5,upgHpU014,Uncommon
blackObliterator,SILVER_2,6,upgArmC004,Common
blackObliterator,SILVER_2,6,upgHpC010,Common
blackObliterator,SILVER_2,1,upgDmgE004,Epic
blackObliterator,SILVER_2,9,upgArmR023,Rare
blackObliterator,SILVER_2,9,upgDmgR023,Rare
blackObliterator,SILVER_2,6,upgHpR008,Rare
blackObliterator,SILVER_2,6,upgHpR019,Rare
blackObliterator,SILVER_2,9,upgHpR023,Rare
blackObliterator,SILVER_2,6,upgDmgU004,Uncommon
blackObliterator,SILVER_2,6,upgHpU009,Uncommon
blackObliterator,SILVER_3,6,upgArmC007,Common
blackObliterator,SILVER_3,6,upgDmgC003,Common
blackObliterator,SILVER_3,8,upgDmgC012,Common
blackObliterator,SILVER_3,8,upgDmgC014,Common
blackObliterator,SILVER_3,8,upgHpC008,Common
blackObliterator,SILVER_3,6,upgHpC010,Common
blackObliterator,SILVER_3,1,upgHpE012,Epic
blackObliterator,SILVER_3,4,upgArmR006,Rare
blackObliterator,SILVER_3,18,upgArmR023,Rare
blackObliterator,SILVER_3,18,upgDmgR023,Rare
blackObliterator,SILVER_3,8,upgHpR008,Rare
blackObliterator,SILVER_3,9,upgHpR023,Rare
blackObliterator,SILVER_3,10,upgArmU007,Uncommon
blackObliterator,SILVER_3,5,upgDmgU009,Uncommon
blackObliterator,SILVER_3,10,upgDmgU019,Uncommon
blackObliterator,GOLD_1,8,upgArmC003,Common
blackObliterator,GOLD_1,12,upgArmC004,Common
blackObliterator,GOLD_1,8,upgDmgC012,Common
blackObliterator,GOLD_1,16,upgDmgC014,Common
blackObliterator,GOLD_1,12,upgHpC010,Common
blackObliterator,GOLD_1,4,upgHpC013,Common
blackObliterator,GOLD_1,3,upgHpE015,Epic
blackObliterator,GOLD_1,9,upgArmR023,Rare
blackObliterator,GOLD_1,9,upgDmgR023,Rare
blackObliterator,GOLD_1,12,upgHpR008,Rare
blackObliterator,GOLD_1,12,upgHpR019,Rare
blackObliterator,GOLD_1,18,upgHpR023,Rare
blackObliterator,GOLD_1,12,upgDmgU004,Uncommon
blackObliterator,GOLD_1,20,upgDmgU019,Uncommon
blackObliterator,GOLD_1,14,upgHpU009,Uncommon
blackObliterator,GOLD_1,10,upgHpU012,Uncommon
blackObliterator,GOLD_2,4,upgArmC003,Common
blackObliterator,GOLD_2,12,upgArmC007,Common
blackObliterator,GOLD_2,12,upgDmgC001,Common
blackObliterator,GOLD_2,12,upgDmgC010,Common
blackObliterator,GOLD_2,4,upgDmgC012,Common
blackObliterator,GOLD_2,8,upgDmgC014,Common
blackObliterator,GOLD_2,6,upgHpC002,Common
blackObliterator,GOLD_2,4,upgHpC008,Common
blackObliterator,GOLD_2,12,upgHpC010,Common
blackObliterator,GOLD_2,2,upgHpC013,Common
blackObliterator,GOLD_2,7,upgDmgE001,Epic
blackObliterator,GOLD_2,6,upgDmgE010,Epic
blackObliterator,GOLD_2,5,upgHpE015,Epic
blackObliterator,GOLD_2,9,upgHpL103,Legendary
blackObliterator,GOLD_2,18,upgArmR023,Rare
blackObliterator,GOLD_2,7,upgDmgR002,Rare
blackObliterator,GOLD_2,6,upgDmgR006,Rare
blackObliterator,GOLD_2,18,upgDmgR023,Rare
blackObliterator,GOLD_2,4,upgHpR008,Rare
blackObliterator,GOLD_2,10,upgArmU002,Uncommon
blackObliterator,GOLD_2,20,upgArmU007,Uncommon
blackObliterator,GOLD_2,10,upgArmU008,Uncommon
blackObliterator,GOLD_2,2,upgDmgU012,Uncommon
blackObliterator,GOLD_2,10,upgDmgU019,Uncommon
blackObliterator,GOLD_2,5,upgHpU012,Uncommon
blackObliterator,GOLD_2,6,upgHpU014,Uncommon
blackObliterator,GOLD_3,12,upgArmC004,Common
blackObliterator,GOLD_3,12,upgDmgC001,Common
blackObliterator,GOLD_3,6,upgDmgC005,Common
blackObliterator,GOLD_3,6,upgDmgC008,Common
blackObliterator,GOLD_3,12,upgDmgC010,Common
blackObliterator,GOLD_3,6,upgHpC002,Common
blackObliterator,GOLD_3,6,upgHpC010,Common
blackObliterator,GOLD_3,13,upgDmgE001,Epic
blackObliterator,GOLD_3,3,upgHpE015,Epic
blackObliterator,GOLD_3,18,upgHpL103,Legendary
blackObliterator,GOLD_3,7,upgDmgR002,Rare
blackObliterator,GOLD_3,6,upgDmgR006,Rare
blackObliterator,GOLD_3,6,upgHpR008,Rare
blackObliterator,GOLD_3,9,upgHpR014,Rare
blackObliterator,GOLD_3,12,upgHpR019,Rare
blackObliterator,GOLD_3,18,upgHpR023,Rare
blackObliterator,GOLD_3,10,upgArmU002,Uncommon
blackObliterator,GOLD_3,10,upgArmU008,Uncommon
blackObliterator,GOLD_3,12,upgDmgU004,Uncommon
blackObliterator,GOLD_3,10,upgDmgU011,Uncommon
blackObliterator,GOLD_3,2,upgDmgU012,Uncommon
blackObliterator,GOLD_3,6,upgHpU009,Uncommon
blackObliterator,GOLD_3,6,upgHpU014,Uncommon
blackObliterator,DIAMOND_1,12,upgArmC003,Common
blackObliterator,DIAMOND_1,9,upgArmC007,Common
blackObliterator,DIAMOND_1,6,upgDmgC005,Common
blackObliterator,DIAMOND_1,6,upgDmgC008,Common
blackObliterator,DIAMOND_1,8,upgDmgC012,Common
blackObliterator,DIAMOND_1,16,upgDmgC014,Common
blackObliterator,DIAMOND_1,15,upgHpC010,Common
blackObliterator,DIAMOND_1,6,upgHpC013,Common
blackObliterator,DIAMOND_1,6,upgDmgE001,Epic
blackObliterator,DIAMOND_1,6,upgDmgE010,Epic
blackObliterator,DIAMOND_1,5,upgHpE015,Epic
blackObliterator,DIAMOND_1,27,upgHpL103,Legendary
blackObliterator,DIAMOND_1,6,upgHpR008,Rare
blackObliterator,DIAMOND_1,9,upgHpR014,Rare
blackObliterator,DIAMOND_1,15,upgArmU007,Uncommon
blackObliterator,DIAMOND_1,10,upgDmgU011,Uncommon
blackObliterator,DIAMOND_1,20,upgDmgU019,Uncommon
blackObliterator,DIAMOND_1,8,upgHpU009,Uncommon
blackObliterator,DIAMOND_1,15,upgHpU012,Uncommon
blackObliterator,DIAMOND_2,12,upgArmC002,Common
blackObliterator,DIAMOND_2,4,upgArmC003,Common
blackObliterator,DIAMOND_2,12,upgDmgC001,Common
blackObliterator,DIAMOND_2,6,upgDmgC005,Common
blackObliterator,DIAMOND_2,6,upgDmgC008,Common
blackObliterator,DIAMOND_2,12,upgHpC007,Common
blackObliterator,DIAMOND_2,2,upgHpC013,Common
blackObliterator,DIAMOND_2,6,upgHpC017,Common
blackObliterator,DIAMOND_2,3,upgArmE010,Epic
blackObliterator,DIAMOND_2,6,upgDmgE001,Epic
blackObliterator,DIAMOND_2,7,upgDmgE004,Epic
blackObliterator,DIAMOND_2,6,upgDmgE010,Epic
blackObliterator,DIAMOND_2,5,upgHpE017,Epic
blackObliterator,DIAMOND_2,27,upgHpL103,Legendary
blackObliterator,DIAMOND_2,12,upgArmR015,Rare
blackObliterator,DIAMOND_2,9,upgHpR014,Rare
blackObliterator,DIAMOND_2,7,upgHpR019,Rare
blackObliterator,DIAMOND_2,10,upgArmU002,Uncommon
blackObliterator,DIAMOND_2,12,upgArmU005,Uncommon
blackObliterator,DIAMOND_2,10,upgDmgU011,Uncommon
blackObliterator,DIAMOND_2,10,upgDmgU014,Uncommon
blackObliterator,DIAMOND_2,5,upgHpU012,Uncommon
blackObliterator,DIAMOND_2,5,upgHpU017,Uncommon
blackObliterator,DIAMOND_3,4,upgArmC003,Common
blackObliterator,DIAMOND_3,6,upgDmgC005,Common
blackObliterator,DIAMOND_3,6,upgDmgC008,Common
blackObliterator,DIAMOND_3,2,upgHpC013,Common
blackObliterator,DIAMOND_3,8,upgArmE009,Epic
blackObliterator,DIAMOND_3,6,upgDmgE001,Epic
blackObliterator,DIAMOND_3,8,upgDmgE003,Epic
blackObliterator,DIAMOND_3,6,upgDmgE010,Epic
blackObliterator,DIAMOND_3,8,upgHpE015,Epic
blackObliterator,DIAMOND_3,8,upgArmL202,Legendary
blackObliterator,DIAMOND_3,16,upgArmL203,Legendary
blackObliterator,DIAMOND_3,16,upgDmgL003,Legendary
blackObliterator,DIAMOND_3,8,upgDmgL202,Legendary
blackObliterator,DIAMOND_3,27,upgHpL103,Legendary
blackObliterator,DIAMOND_3,9,upgHpR014,Rare
blackObliterator,DIAMOND_3,10,upgDmgU011,Uncommon
blackObliterator,DIAMOND_3,5,upgHpU012,Uncommon
blackObliterator,ADAMANTINE_1,4,upgArmC003,Common
blackObliterator,ADAMANTINE_1,8,upgArmC012,Common
blackObliterator,ADAMANTINE_1,12,upgArmC013,Common
blackObliterator,ADAMANTINE_1,4,upgDmgC007,Common
blackObliterator,ADAMANTINE_1,8,upgHpC013,Common
blackObliterator,ADAMANTINE_1,8,upgArmE009,Epic
blackObliterator,ADAMANTINE_1,5,upgArmE010,Epic
blackObliterator,ADAMANTINE_1,8,upgDmgE003,Epic
blackObliterator,ADAMANTINE_1,6,upgDmgE010,Epic
blackObliterator,ADAMANTINE_1,7,upgDmgE011,Epic
blackObliterator,ADAMANTINE_1,8,upgHpE015,Epic
blackObliterator,ADAMANTINE_1,8,upgArmL202,Legendary
blackObliterator,ADAMANTINE_1,19,upgArmL203,Legendary
blackObliterator,ADAMANTINE_1,19,upgDmgL003,Legendary
blackObliterator,ADAMANTINE_1,8,upgDmgL202,Legendary
blackObliterator,ADAMANTINE_1,9,upgHpL103,Legendary
blackObliterator,ADAMANTINE_1,6,upgHpM002,Mythic
blackObliterator,ADAMANTINE_1,6,upgHpM004,Mythic
blackObliterator,ADAMANTINE_1,7,upgHpR018,Rare
blackObliterator,ADAMANTINE_1,15,upgArmU009,Uncommon
blackObliterator,ADAMANTINE_1,10,upgDmgU010,Uncommon
blackObliterator,ADAMANTINE_1,5,upgHpU012,Uncommon
blackPossession,STONE_2,1,upgArmC003,Common
blackPossession,STONE_2,1,upgArmC007,Common
blackPossession,STONE_2,1,upgDmgC010,Common
blackPossession,STONE_2,1,upgDmgC014,Common
blackPossession,STONE_2,1,upgHpC006,Common
blackPossession,STONE_2,1,upgHpC007,Common
blackPossession,STONE_3,1,upgArmC013,Common
blackPossession,STONE_3,1,upgDmgC002,Common
blackPossession,STONE_3,1,upgHpC010,Common
blackPossession,STONE_3,1,upgHpC016,Common
blackPossession,STONE_3,1,upgArmU009,Uncommon
blackPossession,STONE_3,1,upgDmgU003,Uncommon
blackPossession,IRON_1,1,upgArmC013,Common
blackPossession,IRON_1,6,upgDmgC002,Common
blackPossession,IRON_1,1,upgHpC016,Common
blackPossession,IRON_1,1,upgArmU013,Uncommon
blackPossession,IRON_1,1,upgDmgU010,Uncommon
blackPossession,IRON_1,1,upgHpU012,Uncommon
blackPossession,IRON_2,6,upgArmC004,Common
blackPossession,IRON_2,2,upgDmgC012,Common
blackPossession,IRON_2,4,upgDmgC014,Common
blackPossession,IRON_2,1,upgArmU007,Uncommon
blackPossession,IRON_2,1,upgDmgU003,Uncommon
blackPossession,IRON_2,1,upgHpU009,Uncommon
blackPossession,IRON_2,1,upgHpU016,Uncommon
blackPossession,IRON_3,6,upgArmC004,Common
blackPossession,IRON_3,3,upgDmgC005,Common
blackPossession,IRON_3,3,upgDmgC008,Common
blackPossession,IRON_3,6,upgDmgC009,Common
blackPossession,IRON_3,6,upgArmU002,Uncommon
blackPossession,IRON_3,5,upgDmgU011,Uncommon
blackPossession,IRON_3,1,upgHpU015,Uncommon
blackPossession,IRON_3,1,upgHpU016,Uncommon
blackPossession,BRONZE_1,4,upgArmC006,Common
blackPossession,BRONZE_1,2,upgDmgC012,Common
blackPossession,BRONZE_1,4,upgDmgC014,Common
blackPossession,BRONZE_1,6,upgHpC006,Common
blackPossession,BRONZE_1,2,upgHpC015,Common
blackPossession,BRONZE_1,1,upgDmgR023,Rare
blackPossession,BRONZE_1,1,upgHpR008,Rare
blackPossession,BRONZE_1,1,upgArmU002,Uncommon
blackPossession,BRONZE_1,5,upgArmU013,Uncommon
blackPossession,BRONZE_1,5,upgDmgU014,Uncommon
blackPossession,BRONZE_2,4,upgArmC003,Common
blackPossession,BRONZE_2,3,upgArmC007,Common
blackPossession,BRONZE_2,4,upgArmC012,Common
blackPossession,BRONZE_2,4,upgArmC013,Common
blackPossession,BRONZE_2,2,upgDmgC007,Common
blackPossession,BRONZE_2,3,upgHpC010,Common
blackPossession,BRONZE_2,4,upgHpC013,Common
blackPossession,BRONZE_2,1,upgDmgR002,Rare
blackPossession,BRONZE_2,1,upgHpR023,Rare
blackPossession,BRONZE_2,5,upgArmU007,Uncommon
blackPossession,BRONZE_2,5,upgArmU009,Uncommon
blackPossession,BRONZE_2,5,upgDmgU010,Uncommon
blackPossession,BRONZE_2,5,upgHpU012,Uncommon
blackPossession,BRONZE_3,4,upgArmC003,Common
blackPossession,BRONZE_3,4,upgArmC006,Common
blackPossession,BRONZE_3,4,upgArmC012,Common
blackPossession,BRONZE_3,4,upgDmgC003,Common
blackPossession,BRONZE_3,2,upgDmgC007,Common
blackPossession,BRONZE_3,3,upgHpC006,Common
blackPossession,BRONZE_3,2,upgHpC013,Common
blackPossession,BRONZE_3,5,upgHpC015,Common
blackPossession,BRONZE_3,1,upgArmR023,Rare
blackPossession,BRONZE_3,4,upgDmgR002,Rare
blackPossession,BRONZE_3,9,upgHpR023,Rare
blackPossession,BRONZE_3,5,upgArmU013,Uncommon
blackPossession,BRONZE_3,5,upgDmgU010,Uncommon
blackPossession,BRONZE_3,5,upgHpU007,Uncommon
blackPossession,BRONZE_3,5,upgHpU012,Uncommon
blackPossession,SILVER_1,4,upgArmC003,Common
blackPossession,SILVER_1,3,upgArmC007,Common
blackPossession,SILVER_1,2,upgDmgC012,Common
blackPossession,SILVER_1,8,upgDmgC014,Common
blackPossession,SILVER_1,4,upgHpC008,Common
blackPossession,SILVER_1,3,upgHpC010,Common
blackPossession,SILVER_1,2,upgHpC013,Common
blackPossession,SILVER_1,9,upgArmR023,Rare
blackPossession,SILVER_1,9,upgDmgR023,Rare
blackPossession,SILVER_1,1,upgHpR002,Rare
blackPossession,SILVER_1,4,upgHpR008,Rare
blackPossession,SILVER_1,4,upgHpR018,Rare
blackPossession,SILVER_1,5,upgArmU007,Uncommon
blackPossession,SILVER_1,5,upgDmgU019,Uncommon
blackPossession,SILVER_1,5,upgHpU012,Uncommon
blackPossession,SILVER_2,4,upgArmC006,Common
blackPossession,SILVER_2,6,upgHpC010,Common
blackPossession,SILVER_2,6,upgHpC015,Common
blackPossession,SILVER_2,1,upgDmgE003,Epic
blackPossession,SILVER_2,9,upgArmR023,Rare
blackPossession,SILVER_2,9,upgDmgR023,Rare
blackPossession,SILVER_2,4,upgHpR002,Rare
blackPossession,SILVER_2,6,upgHpR008,Rare
blackPossession,SILVER_2,9,upgHpR023,Rare
blackPossession,SILVER_2,5,upgArmU013,Uncommon
blackPossession,SILVER_2,6,upgHpU009,Uncommon
blackPossession,SILVER_3,6,upgArmC007,Common
blackPossession,SILVER_3,12,upgDmgC003,Common
blackPossession,SILVER_3,4,upgDmgC012,Common
blackPossession,SILVER_3,8,upgDmgC014,Common
blackPossession,SILVER_3,8,upgHpC008,Common
blackPossession,SILVER_3,6,upgHpC010,Common
blackPossession,SILVER_3,7,upgDmgE003,Epic
blackPossession,SILVER_3,1,upgHpE012,Epic
blackPossession,SILVER_3,18,upgArmR023,Rare
blackPossession,SILVER_3,7,upgDmgR003,Rare
blackPossession,SILVER_3,18,upgDmgR023,Rare
blackPossession,SILVER_3,8,upgHpR008,Rare
blackPossession,SILVER_3,9,upgHpR023,Rare
blackPossession,SILVER_3,10,upgArmU007,Uncommon
blackPossession,SILVER_3,10,upgDmgU009,Uncommon
blackPossession,SILVER_3,10,upgDmgU019,Uncommon
blackPossession,GOLD_1,8,upgArmC003,Common
blackPossession,GOLD_1,12,upgArmC006,Common
blackPossession,GOLD_1,8,upgDmgC012,Common
blackPossession,GOLD_1,16,upgDmgC014,Common
blackPossession,GOLD_1,12,upgHpC010,Common
blackPossession,GOLD_1,4,upgHpC013,Common
blackPossession,GOLD_1,6,upgHpC015,Common
blackPossession,GOLD_1,5,upgArmE009,Epic
blackPossession,GOLD_1,9,upgArmR023,Rare
blackPossession,GOLD_1,9,upgDmgR023,Rare
blackPossession,GOLD_1,12,upgHpR008,Rare
blackPossession,GOLD_1,18,upgHpR023,Rare
blackPossession,GOLD_1,15,upgArmU013,Uncommon
blackPossession,GOLD_1,20,upgDmgU019,Uncommon
blackPossession,GOLD_1,14,upgHpU009,Uncommon
blackPossession,GOLD_1,10,upgHpU012,Uncommon
blackPossession,GOLD_2,4,upgArmC003,Common
blackPossession,GOLD_2,12,upgArmC007,Common
blackPossession,GOLD_2,12,upgDmgC003,Common
blackPossession,GOLD_2,6,upgDmgC005,Common
blackPossession,GOLD_2,6,upgDmgC008,Common
blackPossession,GOLD_2,4,upgDmgC012,Common
blackPossession,GOLD_2,2,upgDmgC013,Common
blackPossession,GOLD_2,8,upgDmgC014,Common
blackPossession,GOLD_2,4,upgHpC008,Common
blackPossession,GOLD_2,12,upgHpC010,Common
blackPossession,GOLD_2,2,upgHpC013,Common
blackPossession,GOLD_2,4,upgHpC016,Common
blackPossession,GOLD_2,7,upgDmgE003,Epic
blackPossession,GOLD_2,11,upgDmgE010,Epic
blackPossession,GOLD_2,5,upgHpE015,Epic
blackPossession,GOLD_2,9,upgHpL103,Legendary
blackPossession,GOLD_2,18,upgArmR023,Rare
blackPossession,GOLD_2,7,upgDmgR003,Rare
blackPossession,GOLD_2,18,upgDmgR023,Rare
blackPossession,GOLD_2,4,upgHpR008,Rare
blackPossession,GOLD_2,20,upgArmU007,Uncommon
blackPossession,GOLD_2,10,upgDmgU009,Uncommon
blackPossession,GOLD_2,10,upgDmgU011,Uncommon
blackPossession,GOLD_2,10,upgDmgU019,Uncommon
blackPossession,GOLD_2,5,upgHpU012,Uncommon
blackPossession,GOLD_2,5,upgHpU016,Uncommon
blackPossession,GOLD_3,12,upgArmC006,Common
blackPossession,GOLD_3,12,upgDmgC003,Common
blackPossession,GOLD_3,12,upgDmgC005,Common
blackPossession,GOLD_3,12,upgDmgC008,Common
blackPossession,GOLD_3,2,upgDmgC013,Common
blackPossession,GOLD_3,6,upgHpC010,Common
blackPossession,GOLD_3,6,upgHpC015,Common
blackPossession,GOLD_3,4,upgHpC016,Common
blackPossession,GOLD_3,5,upgArmE009,Epic
blackPossession,GOLD_3,6,upgDmgE001,Epic
blackPossession,GOLD_3,7,upgDmgE003,Epic
blackPossession,GOLD_3,5,upgDmgE010,Epic
blackPossession,GOLD_3,18,upgHpL103,Legendary
blackPossession,GOLD_3,7,upgDmgR003,Rare
blackPossession,GOLD_3,6,upgHpR008,Rare
blackPossession,GOLD_3,9,upgHpR014,Rare
blackPossession,GOLD_3,18,upgHpR023,Rare
blackPossession,GOLD_3,15,upgArmU013,Uncommon
blackPossession,GOLD_3,10,upgDmgU009,Uncommon
blackPossession,GOLD_3,20,upgDmgU011,Uncommon
blackPossession,GOLD_3,6,upgHpU009,Uncommon
blackPossession,GOLD_3,5,upgHpU016,Uncommon
blackPossession,DIAMOND_1,12,upgArmC003,Common
blackPossession,DIAMOND_1,9,upgArmC007,Common
blackPossession,DIAMOND_1,6,upgDmgC005,Common
blackPossession,DIAMOND_1,6,upgDmgC008,Common
blackPossession,DIAMOND_1,8,upgDmgC012,Common
blackPossession,DIAMOND_1,16,upgDmgC014,Common
blackPossession,DIAMOND_1,15,upgHpC010,Common
blackPossession,DIAMOND_1,6,upgHpC013,Common
blackPossession,DIAMOND_1,6,upgDmgE001,Epic
blackPossession,DIAMOND_1,6,upgDmgE010,Epic
blackPossession,DIAMOND_1,5,upgHpE015,Epic
blackPossession,DIAMOND_1,27,upgHpL103,Legendary
blackPossession,DIAMOND_1,6,upgHpR008,Rare
blackPossession,DIAMOND_1,9,upgHpR014,Rare
blackPossession,DIAMOND_1,15,upgArmU007,Uncommon
blackPossession,DIAMOND_1,10,upgDmgU011,Uncommon
blackPossession,DIAMOND_1,20,upgDmgU019,Uncommon
blackPossession,DIAMOND_1,8,upgHpU009,Uncommon
blackPossession,DIAMOND_1,15,upgHpU012,Uncommon
blackPossession,DIAMOND_2,12,upgArmC002,Common
blackPossession,DIAMOND_2,4,upgArmC003,Common
blackPossession,DIAMOND_2,12,upgDmgC003,Common
blackPossession,DIAMOND_2,12,upgDmgC005,Common
blackPossession,DIAMOND_2,12,upgDmgC008,Common
blackPossession,DIAMOND_2,2,upgDmgC013,Common
blackPossession,DIAMOND_2,2,upgHpC013,Common
blackPossession,DIAMOND_2,4,upgHpC016,Common
blackPossession,DIAMOND_2,3,upgArmE010,Epic
blackPossession,DIAMOND_2,6,upgDmgE001,Epic
blackPossession,DIAMOND_2,7,upgDmgE003,Epic
blackPossession,DIAMOND_2,11,upgDmgE010,Epic
blackPossession,DIAMOND_2,27,upgHpL103,Legendary
blackPossession,DIAMOND_2,12,upgArmR015,Rare
blackPossession,DIAMOND_2,7,upgDmgR003,Rare
blackPossession,DIAMOND_2,9,upgHpR014,Rare
blackPossession,DIAMOND_2,12,upgArmU005,Uncommon
blackPossession,DIAMOND_2,10,upgDmgU009,Uncommon
blackPossession,DIAMOND_2,20,upgDmgU011,Uncommon
blackPossession,DIAMOND_2,5,upgHpU012,Uncommon
blackPossession,DIAMOND_2,5,upgHpU016,Uncommon
blackPossession,DIAMOND_3,4,upgArmC003,Common
blackPossession,DIAMOND_3,6,upgDmgC005,Common
blackPossession,DIAMOND_3,6,upgDmgC008,Common
blackPossession,DIAMOND_3,2,upgHpC013,Common
blackPossession,DIAMOND_3,8,upgArmE008,Epic
blackPossession,DIAMOND_3,6,upgDmgE001,Epic
blackPossession,DIAMOND_3,14,upgDmgE010,Epic
blackPossession,DIAMOND_3,8,upgHpE017,Epic
blackPossession,DIAMOND_3,8,upgArmL001,Legendary
blackPossession,DIAMOND_3,16,upgArmL202,Legendary
blackPossession,DIAMOND_3,8,upgDmgL001,Legendary
blackPossession,DIAMOND_3,16,upgDmgL202,Legendary
blackPossession,DIAMOND_3,27,upgHpL103,Legendary
blackPossession,DIAMOND_3,9,upgHpR014,Rare
blackPossession,DIAMOND_3,10,upgDmgU011,Uncommon
blackPossession,DIAMOND_3,5,upgHpU012,Uncommon
blackPossession,ADAMANTINE_1,4,upgArmC003,Common
blackPossession,ADAMANTINE_1,9,upgArmC007,Common
blackPossession,ADAMANTINE_1,12,upgHpC007,Common
blackPossession,ADAMANTINE_1,9,upgHpC010,Common
blackPossession,ADAMANTINE_1,2,upgHpC013,Common
blackPossession,ADAMANTINE_1,8,upgArmE008,Epic
blackPossession,ADAMANTINE_1,7,upgDmgE004,Epic
blackPossession,ADAMANTINE_1,14,upgDmgE010,Epic
blackPossession,ADAMANTINE_1,5,upgHpE015,Epic
blackPossession,ADAMANTINE_1,8,upgHpE017,Epic
blackPossession,ADAMANTINE_1,8,upgArmL001,Legendary
blackPossession,ADAMANTINE_1,19,upgArmL202,Legendary
blackPossession,ADAMANTINE_1,8,upgDmgL001,Legendary
blackPossession,ADAMANTINE_1,19,upgDmgL202,Legendary
blackPossession,ADAMANTINE_1,9,upgHpL103,Legendary
blackPossession,ADAMANTINE_1,6,upgHpM002,Mythic
blackPossession,ADAMANTINE_1,6,upgHpM003,Mythic
blackPossession,ADAMANTINE_1,7,upgHpR019,Rare
blackPossession,ADAMANTINE_1,15,upgArmU007,Uncommon
blackPossession,ADAMANTINE_1,10,upgDmgU014,Uncommon
blackPossession,ADAMANTINE_1,5,upgHpU012,Uncommon
blackTerminator,STONE_2,1,upgArmC004,Common
blackTerminator,STONE_2,1,upgArmC007,Common
blackTerminator,STONE_2,1,upgDmgC012,Common
blackTerminator,STONE_2,1,upgDmgC014,Common
blackTerminator,STONE_2,1,upgHpC002,Common
blackTerminator,STONE_2,1,upgHpC014,Common
blackTerminator,STONE_3,1,upgArmC013,Common
blackTerminator,STONE_3,1,upgDmgC009,Common
blackTerminator,STONE_3,1,upgHpC010,Common
blackTerminator,STONE_3,1,upgHpC014,Common
blackTerminator,STONE_3,1,upgArmU009,Uncommon
blackTerminator,STONE_3,1,upgDmgU010,Uncommon
blackTerminator,IRON_1,1,upgArmC012,Common
blackTerminator,IRON_1,6,upgDmgC009,Common
blackTerminator,IRON_1,1,upgHpC015,Common
blackTerminator,IRON_1,1,upgArmU002,Uncommon
blackTerminator,IRON_1,1,upgDmgU004,Uncommon
blackTerminator,IRON_1,1,upgHpU012,Uncommon
blackTerminator,IRON_2,6,upgArmC004,Common
blackTerminator,IRON_2,2,upgDmgC012,Common
blackTerminator,IRON_2,4,upgDmgC014,Common
blackTerminator,IRON_2,1,upgArmU007,Uncommon
blackTerminator,IRON_2,1,upgDmgU012,Uncommon
blackTerminator,IRON_2,1,upgHpU009,Uncommon
blackTerminator,IRON_2,1,upgHpU014,Uncommon
blackTerminator,IRON_3,6,upgArmC004,Common
blackTerminator,IRON_3,6,upgDmgC009,Common
blackTerminator,IRON_3,3,upgDmgC010,Common
blackTerminator,IRON_3,3,upgDmgC013,Common
blackTerminator,IRON_3,5,upgArmU002,Uncommon
blackTerminator,IRON_3,1,upgArmU006,Uncommon
blackTerminator,IRON_3,5,upgDmgU012,Uncommon
blackTerminator,IRON_3,1,upgHpU012,Uncommon
blackTerminator,IRON_3,1,upgHpU014,Uncommon
blackTerminator,BRONZE_1,6,upgArmC004,Common
blackTerminator,BRONZE_1,2,upgDmgC012,Common
blackTerminator,BRONZE_1,4,upgDmgC014,Common
blackTerminator,BRONZE_1,6,upgHpC014,Common
blackTerminator,BRONZE_1,1,upgArmR005,Rare
blackTerminator,BRONZE_1,1,upgDmgR023,Rare
blackTerminator,BRONZE_1,1,upgHpR008,Rare
blackTerminator,BRONZE_1,5,upgHpU014,Uncommon
blackTerminator,BRONZE_2,4,upgArmC003,Common
blackTerminator,BRONZE_2,3,upgArmC007,Common
blackTerminator,BRONZE_2,4,upgArmC013,Common
blackTerminator,BRONZE_2,6,upgDmgC009,Common
blackTerminator,BRONZE_2,3,upgHpC010,Common
blackTerminator,BRONZE_2,4,upgHpC013,Common
blackTerminator,BRONZE_2,1,upgDmgR006,Rare
blackTerminator,BRONZE_2,1,upgHpR023,Rare
blackTerminator,BRONZE_2,5,upgArmU007,Uncommon
blackTerminator,BRONZE_2,5,upgArmU009,Uncommon
blackTerminator,BRONZE_2,2,upgDmgU010,Uncommon
blackTerminator,BRONZE_2,5,upgHpU012,Uncommon
